Date,Time,Latitude,Longitude,Pitch (degrees),Roll (degrees),Heading (degrees Magnetic),Heave,Temperature in electronics box (degrees C),"Acceleration x, forward (G)","Acceleration y, starboard (G)","Acceleration z, down (G)",Yaw rate [degrees/s],Control Mode,Thrust (% Thrust),Thrust difference (% Thrust),Date (MMDDYY),Time (HHMMSS),Temperature (C),Specific Conductance (uS/cm),Salinity (PPT),Pressure (psia),Depth (m),Chlorophyll (ug/L),ODO (%Sat),ODO (mg/L),Turbidity (FNU),Wiper Position (V)
20260130,134834,25.91250504,-80.13767355,1.4,-0.2,7.0,0.0,32.9,0.03,-0.01,-0.89,-0.77,Thruster,70.0,0.0,13026.0,134830.0,20.852,53230.0,35.19,0.04,0.029,1.79,62.3,4.53,-0.01,1.22
20260130,134835,25.91248996,-80.13766113333334,0.7,-0.4,7.0,0.0,32.9,-0.07,0.07,-0.95,-1.15,Thruster,17.7,0.0,13026.0,134831.0,20.856,53257.84,35.21,0.04,0.029,1.83,62.4,4.54,0.05,1.22
20260130,134836,25.91247805,-80.13765081,-1.3,-0.4,7.0,0.0,32.9,-0.06,0.02,-1.0,-0.33,Thruster,0.0,0.0,13026.0,134832.0,20.861,53270.16,35.22,0.04,0.029,1.86,62.53,4.55,0.1,1.22
20260130,134837,25.912468696666668,-80.13764259666667,-2.9,-0.5,7.0,0.0,32.9,-0.06,0.01,-0.99,-0.19,Thruster,0.0,0.0,13026.0,134833.0,20.865,53279.72,35.22,0.04,0.027,1.87,62.65,4.56,0.14,1.22
20260130,134838,25.912460243333335,-80.13763517,-1.3,-0.6,7.0,0.0,32.9,-0.06,0.01,-1.0,0.7,Thruster,0.0,0.0,13026.0,134834.0,20.87,53274.38,35.22,0.04,0.026,1.85,62.79,4.57,0.17,1.22
20260130,134839,25.912453398333334,-80.13762930166666,-2.0,-0.3,7.0,0.0,32.9,-0.03,0.01,-0.99,0.55,Thruster,0.0,0.0,13026.0,134835.0,20.872,53254.8,35.21,0.04,0.025,1.87,62.89,4.57,0.22,1.22
20260130,134840,25.912446536666668,-80.13762351,-1.2,-0.1,7.0,0.0,32.9,-0.04,0.01,-0.98,0.3,Thruster,0.0,0.0,13026.0,134836.0,20.871,53237.19,35.19,0.04,0.024,1.91,62.95,4.58,0.23,1.22
20260130,134841,25.912441118333334,-80.13761908833334,-2.6,-0.3,7.0,0.0,32.9,-0.04,0.0,-1.0,0.7,Thruster,6.1,42.4,13026.0,134837.0,20.87,53232.94,35.19,0.03,0.024,1.97,62.98,4.58,0.21,1.22
20260130,134842,25.9124358,-80.13761497666667,-0.5,-0.7,7.0,0.0,32.9,-0.0,0.02,-0.97,4.45,Thruster,19.3,19.3,13026.0,134838.0,20.869,53222.13,35.18,0.03,0.023,1.99,62.98,4.58,0.22,1.22
20260130,134843,25.912429621666668,-80.13761085833333,-3.0,-0.7,7.0,0.0,32.9,-0.05,0.02,-1.01,2.34,Thruster,0.0,0.0,13026.0,134840.0,20.868,53224.85,35.18,0.03,0.021,1.98,62.97,4.58,0.22,1.22
20260130,134844,25.912423643333334,-80.13760705,-1.2,-0.6,7.0,0.0,32.9,-0.03,-0.02,-1.0,0.82,Thruster,15.3,30.7,13026.0,134840.0,20.87,53243.68,35.2,0.03,0.02,1.96,62.99,4.58,0.22,1.22
20260130,134845,25.912418213333332,-80.13760361833333,-3.0,-0.6,159.0,0.0,32.9,-0.03,-0.02,-1.0,0.82,Thruster,15.3,30.7,13026.0,134841.0,20.872,53237.22,35.19,0.03,0.019,1.98,63.01,4.58,0.23,1.22
20260130,134846,25.912412911666667,-80.13760041166667,-1.3,-0.4,7.0,0.0,32.9,-0.03,0.0,-1.0,-0.23,Thruster,32.4,0.0,13026.0,134842.0,20.873,53243.85,35.2,0.03,0.018,1.98,63.06,4.59,0.23,1.22
20260130,134847,25.91240775,-80.13759725166666,-1.1,-0.5,7.0,0.0,32.9,0.09,-0.05,-0.96,0.03,Thruster,70.0,0.0,13026.0,134843.0,20.875,53229.21,35.19,0.03,0.017,1.97,63.11,4.59,0.21,1.22
20260130,134848,25.91239932,-80.13759184833333,1.4,-0.3,7.0,0.0,32.9,0.13,-0.03,-0.99,-2.4,Thruster,66.4,0.0,13026.0,134844.0,20.875,53209.43,35.17,0.03,0.017,1.94,63.15,4.59,0.19,1.22
20260130,134848,25.91239932,-80.13759184833333,1.4,-0.3,7.0,0.0,32.9,0.13,-0.03,-0.99,-2.4,Thruster,66.4,0.0,13026.0,134845.0,20.872,53177.75,35.15,0.03,0.018,1.91,63.15,4.59,0.19,1.22
20260130,134849,25.912387025,-80.13758331833333,1.0,-0.3,7.0,0.0,32.9,-0.04,0.1,-1.01,-1.86,Thruster,63.4,0.0,13026.0,134847.0,20.869,53181.92,35.15,0.03,0.018,1.9,63.11,4.59,0.17,1.22
20260130,134850,25.912371245,-80.13757129333334,1.9,-0.1,7.0,0.0,32.9,0.01,0.03,-1.08,-4.85,Thruster,68.7,-14.5,13026.0,134848.0,20.867,53201.3,35.17,0.03,0.019,1.91,63.06,4.59,0.17,1.22
20260130,134851,25.912355511666668,-80.13755778833334,2.7,-0.9,7.0,0.0,32.9,0.15,0.09,-1.0,-0.82,Thruster,70.0,0.0,13026.0,134849.0,20.868,53230.38,35.19,0.03,0.019,1.86,63.04,4.59,0.18,1.22
20260130,134852,25.912339813333332,-80.13754421,2.7,-0.8,7.0,0.0,32.9,0.12,-0.07,-1.09,-1.48,Thruster,70.0,-3.6,13026.0,134850.0,20.87,53249.71,35.2,0.03,0.02,1.92,63.05,4.59,0.19,1.22
20260130,134853,25.912325578333334,-80.137530935,0.7,-0.7,7.0,0.0,32.9,-0.01,-0.08,-0.94,-2.56,Thruster,30.4,-14.2,13026.0,134851.0,20.873,53261.04,35.21,0.03,0.02,1.97,63.1,4.59,0.19,1.22
20260130,134854,25.912314775,-80.13751988166666,-2.0,-0.1,7.0,0.0,32.9,-0.04,-0.01,-0.99,-3.15,Thruster,16.7,-16.7,13026.0,134852.0,20.875,53277.06,35.22,0.03,0.02,2.01,63.16,4.59,0.2,1.22
20260130,134855,25.912305595,-80.13750891666666,-1.8,-0.1,7.0,0.0,32.9,-0.11,-0.01,-1.04,-7.87,Thruster,-0.0,-69.4,13026.0,134853.0,20.878,53291.05,35.23,0.03,0.021,1.98,63.25,4.6,0.21,1.22
20260130,134856,25.912297451666667,-80.137495455,0.1,1.5,7.0,0.0,33.0,-0.02,-0.07,-1.09,-12.97,Thruster,30.1,-52.7,13026.0,134854.0,20.88,53277.84,35.22,0.03,0.021,1.95,63.33,4.6,0.2,1.22
20260130,134858,25.912291885,-80.13747892,1.8,0.8,7.0,0.0,33.0,0.12,-0.08,-0.92,-13.89,Thruster,24.2,-70.2,13026.0,134855.0,20.88,53252.46,35.2,0.03,0.023,1.92,63.38,4.61,0.17,1.22
20260130,134858,25.912289826666665,-80.13746024833333,1.4,0.5,7.0,0.0,33.0,-0.08,0.08,-0.98,-16.63,Thruster,5.9,-77.9,13026.0,134856.0,20.878,53239.55,35.19,0.03,0.024,1.93,63.39,4.61,0.15,1.22
20260130,134859,25.912291996666667,-80.13744479,0.3,1.2,7.0,0.0,33.0,0.14,0.04,-0.85,-17.41,Thruster,18.5,-71.4,13026.0,134857.0,20.875,53220.34,35.18,0.04,0.024,1.96,63.35,4.61,0.13,1.22
20260130,134900,25.91229969666667,-80.13742717166667,1.2,0.7,7.0,0.0,33.0,0.03,-0.09,-0.98,-11.77,Thruster,42.6,-42.6,13026.0,134858.0,20.871,53215.65,35.18,0.04,0.025,1.99,63.29,4.6,0.14,1.22
20260130,134902,25.912309151666665,-80.13741213333333,0.4,0.1,7.0,0.0,33.0,-0.07,0.13,-1.01,-3.45,Thruster,24.2,-24.2,13026.0,134859.0,20.869,53253.17,35.2,0.04,0.025,1.95,63.22,4.6,0.15,1.22
20260130,134903,25.912317093333332,-80.13740015166667,-2.1,-0.4,7.0,0.0,33.0,-0.07,0.0,-1.01,-1.39,Thruster,-5.2,-5.2,13026.0,134900.0,20.871,53242.21,35.2,0.03,0.024,1.97,63.18,4.59,0.15,1.22
20260130,134904,25.912323783333335,-80.13739015166666,-2.6,-0.5,7.0,0.0,33.0,-0.08,0.02,-0.99,-1.77,Thruster,-51.1,0.0,13026.0,134901.0,20.869,53199.17,35.16,0.03,0.023,1.88,63.11,4.59,0.13,1.22
20260130,134905,25.912328526666666,-80.13738324833334,-2.4,-0.2,7.0,0.0,33.0,-0.17,0.06,-0.99,-3.89,Thruster,-80.5,0.0,13026.0,134902.0,20.863,53152.91,35.13,0.03,0.022,1.88,63.0,4.58,0.11,1.22
20260130,134906,25.912327713333333,-80.13738320166667,-3.5,-1.0,7.0,0.0,33.0,-0.19,0.1,-1.03,-3.08,Thruster,-80.5,0.0,13026.0,134903.0,20.855,53111.79,35.1,0.03,0.021,1.81,62.8,4.57,0.13,1.22
20260130,134907,25.912319165,-80.13738981333333,-2.4,-0.2,7.0,0.0,33.0,-0.1,-0.06,-0.76,0.95,Thruster,-80.5,0.0,13026.0,134904.0,20.847,53091.41,35.08,0.03,0.021,1.8,62.56,4.55,0.12,1.22
20260130,134908,25.912306945,-80.13740001666666,-4.0,-1.1,7.0,0.0,33.1,0.01,-0.02,-1.06,-0.91,Thruster,-80.5,0.0,13026.0,134905.0,20.841,53102.25,35.09,0.03,0.021,1.83,62.26,4.53,0.16,1.22
20260130,134909,25.912293611666666,-80.13741112,-5.8,-0.2,7.0,0.0,33.1,-0.13,0.14,-1.21,-0.62,Thruster,-80.5,0.0,13026.0,134906.0,20.84,53105.1,35.09,0.03,0.022,1.81,62.02,4.52,0.17,1.22
20260130,134910,25.912279831666666,-80.13742279666667,-4.0,2.4,7.0,0.0,33.1,-0.1,0.02,-1.06,-0.83,Thruster,-80.5,0.0,13026.0,134907.0,20.838,53096.02,35.09,0.03,0.022,1.87,61.78,4.5,0.16,1.22
20260130,134911,25.9122649,-80.13743619,-2.6,0.8,7.0,0.0,33.1,-0.04,-0.13,-1.0,-1.87,Thruster,-80.5,0.0,13026.0,134908.0,20.837,53122.38,35.11,0.03,0.022,1.89,61.61,4.49,0.17,1.22
20260130,134912,25.912252003333332,-80.13744780666667,-2.6,-1.9,7.0,0.0,33.1,-0.02,0.06,-1.01,-1.36,Thruster,-59.3,0.0,13026.0,134909.0,20.839,53145.39,35.12,0.03,0.023,1.85,61.46,4.47,0.21,1.22
20260130,134913,25.912241323333333,-80.13745697666667,0.4,0.2,7.0,0.0,33.1,0.03,0.04,-1.02,-0.12,Thruster,-5.6,-5.6,13026.0,134910.0,20.842,53171.27,35.14,0.03,0.022,1.9,61.38,4.47,0.22,1.22
20260130,134914,25.912232735,-80.13746395,-1.4,-0.4,7.0,0.0,33.1,0.01,0.01,-0.98,-2.6,Thruster,-0.1,-39.7,13026.0,134911.0,20.846,53189.73,35.16,0.03,0.021,1.88,61.35,4.46,0.21,1.22
20260130,134915,25.912225643333333,-80.137469725,-0.8,-0.7,7.0,0.0,33.1,0.08,-0.07,-0.99,-8.32,Thruster,12.1,-69.5,13026.0,134912.0,20.85,53172.0,35.14,0.03,0.02,1.88,61.34,4.46,0.22,1.22
20260130,134916,25.91222003,-80.13747398166667,-0.6,-0.6,7.0,0.0,33.1,0.13,0.18,-1.18,-18.69,Thruster,27.0,-73.0,13026.0,134913.0,20.851,53176.83,35.15,0.03,0.02,1.84,61.35,4.46,0.2,1.22
20260130,134917,25.912220148333333,-80.13747616666667,-0.2,0.0,7.0,0.0,33.1,0.02,0.07,-0.93,-22.28,Thruster,42.6,-42.6,13026.0,134914.0,20.852,53192.76,35.16,0.03,0.02,1.9,61.37,4.47,0.17,1.22
20260130,134918,25.912226026666666,-80.13747926833334,-1.5,-2.5,7.0,0.0,33.1,-0.01,0.07,-1.05,-8.86,Thruster,33.6,-14.8,13026.0,134915.0,20.855,53216.36,35.18,0.03,0.02,1.93,61.45,4.47,0.17,1.22
20260130,134919,25.912234013333332,-80.13748369833333,0.4,-2.0,7.0,0.0,33.1,0.02,0.04,-0.99,-3.9,Thruster,70.0,0.0,13026.0,134916.0,20.859,53238.89,35.19,0.03,0.021,1.91,61.56,4.48,0.18,1.22
20260130,134920,25.912246431666667,-80.13749106,2.6,-1.8,7.0,0.0,33.1,0.03,0.1,-0.95,-2.21,Thruster,70.0,0.0,13026.0,134917.0,20.865,53253.79,35.2,0.03,0.022,1.95,61.74,4.49,0.2,1.22
20260130,134921,25.912262098333333,-80.1375009,2.7,0.0,7.0,0.0,33.1,0.04,-0.04,-0.93,-0.69,Thruster,70.0,0.0,13026.0,134918.0,20.869,53242.44,35.2,0.03,0.023,1.9,61.92,4.5,0.15,1.22
20260130,134922,25.912279656666666,-80.13751319833334,2.5,0.9,7.0,0.0,33.1,0.04,-0.04,-1.12,-0.99,Thruster,70.0,0.0,13026.0,134919.0,20.869,53220.41,35.18,0.04,0.025,1.86,62.07,4.51,0.13,1.22
20260130,134923,25.9122948,-80.13752537,2.8,-0.1,7.0,0.0,33.1,-0.0,0.01,-0.82,-2.91,Thruster,70.0,0.0,13026.0,134920.0,20.869,53245.86,35.2,0.04,0.026,1.88,62.22,4.53,0.11,1.22
20260130,134924,25.912309228333335,-80.13753839666667,2.6,-0.6,7.0,0.0,33.1,0.04,-0.07,-1.12,-0.3,Thruster,69.3,10.8,13026.0,134921.0,20.872,53253.43,35.2,0.04,0.028,1.87,62.34,4.53,0.1,1.22
20260130,134925,25.912324096666666,-80.137551405,2.3,-1.3,7.0,0.0,33.1,-0.01,-0.03,-1.05,6.16,Thruster,50.0,50.0,13026.0,134922.0,20.873,53241.75,35.2,0.04,0.029,1.87,62.48,4.54,0.11,1.22
20260130,134926,25.912340328333332,-80.137562755,2.0,-0.9,7.0,0.0,33.1,-0.05,0.08,-0.98,4.48,Thruster,66.2,22.0,13026.0,134923.0,20.873,53240.17,35.19,0.04,0.03,1.9,62.59,4.55,0.11,1.22
20260130,134927,25.912356283333335,-80.13757236666666,2.5,-0.4,7.0,0.0,33.1,0.04,-0.05,-1.12,-1.07,Thruster,70.0,0.0,13026.0,134924.0,20.873,53263.91,35.21,0.05,0.031,1.93,62.71,4.56,0.13,1.22
20260130,134928,25.91237200833333,-80.137582415,2.6,-0.6,7.0,0.0,33.1,0.12,0.06,-1.03,-0.33,Thruster,70.0,0.0,13026.0,134925.0,20.876,53299.43,35.24,0.05,0.031,1.89,62.86,4.57,0.17,1.22
20260130,134929,25.912387983333332,-80.13759284333334,2.8,-0.7,7.0,0.0,33.1,0.15,-0.06,-0.93,-0.52,Thruster,70.0,0.0,13026.0,134926.0,20.882,53306.91,35.24,0.05,0.031,1.89,63.02,4.58,0.21,1.22
20260130,134930,25.912403963333333,-80.13760340333333,2.6,-0.7,7.0,0.0,33.1,0.12,-0.01,-0.88,-0.55,Thruster,70.0,0.0,13026.0,134927.0,20.886,53327.61,35.26,0.05,0.031,1.94,63.22,4.6,0.25,1.22
20260130,134931,25.912419906666667,-80.13761402,2.4,-0.9,7.0,0.0,33.1,0.01,-0.03,-0.98,0.06,Thruster,70.0,0.0,13026.0,134928.0,20.893,53341.62,35.27,0.05,0.031,1.95,63.42,4.61,0.26,1.22
20260130,134932,25.912437485,-80.13762571833334,2.2,-0.8,7.0,0.0,33.1,0.03,0.05,-0.98,0.11,Thruster,70.0,0.0,13026.0,134929.0,20.897,53332.62,35.26,0.05,0.032,1.97,63.63,4.62,0.29,1.22
20260130,134933,25.912453555,-80.13763631833334,2.2,-0.7,7.0,0.0,33.1,0.06,-0.17,-0.96,0.39,Thruster,70.0,0.0,13026.0,134930.0,20.899,53327.45,35.26,0.05,0.033,1.96,63.8,4.64,0.29,1.22
20260130,134934,25.912469706666666,-80.13764704166667,2.2,-0.7,7.0,0.0,33.1,0.1,-0.06,-0.87,-0.64,Thruster,7.0,0.0,13026.0,134931.0,20.899,53312.76,35.25,0.05,0.033,1.93,63.94,4.65,0.31,1.22
20260130,134935,25.912485786666668,-80.137657915,2.4,-0.7,7.0,0.0,33.1,0.03,0.08,-0.97,0.39,Thruster,70.0,0.0,13026.0,134932.0,20.898,53311.1,35.25,0.05,0.034,1.92,64.07,4.66,0.3,1.22
20260130,134936,25.912501793333334,-80.137668655,2.5,-0.6,7.0,0.0,33.1,0.14,-0.06,-0.91,-0.34,Thruster,70.0,0.0,13026.0,134933.0,20.896,53277.12,35.22,0.05,0.034,1.91,64.14,4.66,0.3,1.22
20260130,134937,25.912517711666666,-80.13767940833333,2.4,-0.6,7.0,0.0,33.1,0.1,-0.1,-0.88,-0.23,Thruster,68.2,0.0,13026.0,134934.0,20.891,53241.69,35.2,0.05,0.034,1.9,64.17,4.66,0.28,1.22
20260130,134938,25.912532545,-80.13768948333333,0.3,-0.8,7.0,0.0,33.1,-0.04,0.04,-0.96,-0.14,Thruster,48.5,0.0,13026.0,134935.0,20.885,53215.3,35.18,0.05,0.034,1.93,64.14,4.66,0.27,1.22
20260130,134939,25.912544053333335,-80.13769726166667,-2.8,-0.9,7.0,0.0,33.1,-0.04,0.02,-0.98,0.01,Thruster,0.0,0.0,13026.0,134936.0,20.877,53184.25,35.15,0.05,0.034,1.93,64.05,4.66,0.27,1.22
20260130,134940,25.912553855,-80.137703735,-3.3,-1.0,7.0,0.0,33.1,-0.05,0.03,-1.02,-0.32,Thruster,53.4,0.0,13026.0,134937.0,20.87,53148.07,35.13,0.05,0.033,1.94,63.92,4.65,0.25,1.22
20260130,134941,25.912562988333335,-80.13770988666667,-0.2,-0.8,7.0,0.0,33.1,0.01,-0.01,-1.08,-0.85,Thruster,66.4,0.0,13026.0,134938.0,20.859,53118.14,35.1,0.05,0.033,1.92,63.7,4.63,0.22,1.22
20260130,134942,25.91257458666667,-80.13771785,-1.6,-0.8,7.0,0.0,33.1,-0.05,0.05,-0.99,-0.51,Thruster,0.0,0.0,13026.0,134939.0,20.85,53100.87,35.09,0.05,0.033,1.93,63.46,4.62,0.18,1.22
20260130,134943,25.912583898333335,-80.13772441666667,-3.0,-0.8,7.0,0.0,33.1,-0.05,-0.03,-0.97,-0.16,Thruster,32.2,0.0,13026.0,134940.0,20.84,53097.15,35.09,0.05,0.033,1.92,63.17,4.6,0.14,1.22
20260130,134944,25.912592846666666,-80.13773073,-0.3,-0.8,7.0,0.0,33.1,0.15,-0.05,-1.08,-0.79,Thruster,67.6,0.0,13026.0,134941.0,20.833,53091.62,35.08,0.05,0.033,1.95,62.91,4.58,0.1,1.22
20260130,134945,25.912604153333334,-80.13773900166667,-1.4,-0.9,7.0,0.0,33.1,-0.08,-0.08,-1.04,-0.89,Thruster,26.5,0.0,13026.0,134942.0,20.827,53107.17,35.1,0.05,0.032,1.99,62.64,4.56,0.08,1.22
20260130,134946,25.912614295,-80.13774649666667,-3.2,-0.8,7.0,0.0,33.1,-0.07,0.02,-1.01,-0.39,Thruster,0.0,0.0,13026.0,134943.0,20.825,53124.58,35.11,0.05,0.031,1.99,62.43,4.55,0.06,1.22
20260130,134947,25.912622796666668,-80.13775290666666,-2.5,-0.8,7.0,0.0,33.1,-0.06,0.02,-0.99,-0.07,Thruster,0.0,0.0,13026.0,134944.0,20.824,53145.67,35.12,0.04,0.029,2.03,62.24,4.53,0.05,1.22
20260130,134948,25.912629978333335,-80.13775821833333,-1.9,-0.7,7.0,0.0,33.1,-0.04,0.01,-0.99,0.24,Thruster,0.0,0.0,13026.0,134945.0,20.825,53169.56,35.14,0.04,0.027,2.02,62.12,4.52,0.04,1.22
20260130,134949,25.912636053333333,-80.13776276666667,-3.1,-0.8,7.0,0.0,33.1,-0.05,0.01,-1.0,-0.69,Thruster,0.0,0.0,13026.0,134946.0,20.828,53204.97,35.17,0.04,0.026,1.98,62.08,4.52,0.03,1.22
20260130,134950,25.912641456666666,-80.13776691,-1.9,-0.8,7.0,0.0,33.1,-0.03,0.01,-1.0,0.05,Thruster,0.0,0.0,13026.0,134947.0,20.834,53236.04,35.19,0.04,0.025,2.0,62.09,4.52,0.03,1.22
20260130,134951,25.912646128333332,-80.13777058166667,-3.0,-0.8,7.0,0.0,33.1,-0.05,0.01,-1.0,-0.88,Thruster,0.0,0.0,13026.0,134948.0,20.841,53263.99,35.21,0.04,0.024,1.98,62.17,4.52,0.03,1.22
20260130,134952,25.912650756666668,-80.13777443166667,-2.0,-0.8,7.0,0.0,33.1,-0.04,0.01,-1.0,-0.41,Thruster,0.0,0.0,13026.0,134949.0,20.848,53271.99,35.22,0.04,0.024,1.96,62.29,4.53,0.02,1.22
20260130,134953,25.912654441666668,-80.13777764,-2.7,-0.7,7.0,0.0,33.1,-0.04,0.01,-1.0,-0.68,Thruster,0.0,0.0,13026.0,134950.0,20.853,53277.71,35.22,0.04,0.024,1.92,62.46,4.54,0.01,1.22
20260130,134954,25.91265781,-80.13778055666667,-2.8,-0.8,7.0,0.0,33.1,-0.04,0.01,-1.01,0.14,Thruster,0.0,0.0,13026.0,134951.0,20.859,53284.93,35.23,0.04,0.024,1.96,62.62,4.56,0.0,1.22
20260130,134955,25.912661038333333,-80.13778329,-2.2,-0.9,7.0,0.0,33.1,-0.04,0.02,-0.99,0.39,Thruster,0.0,0.0,13026.0,134952.0,20.863,53297.94,35.24,0.04,0.024,1.97,62.82,4.57,0.01,1.22
20260130,134956,25.912664003333333,-80.137785705,-3.0,-0.8,7.0,0.0,33.1,-0.04,0.01,-1.02,1.15,Thruster,-0.4,45.4,13026.0,134953.0,20.867,53304.09,35.24,0.03,0.024,1.94,63.0,4.58,-0.0,1.22
20260130,134957,25.91266716,-80.13778764,-1.5,-1.3,7.0,0.0,33.1,-0.06,0.08,-0.96,11.56,Thruster,15.4,68.9,13026.0,134954.0,20.871,53305.76,35.24,0.03,0.023,1.94,63.19,4.59,-0.01,1.22
20260130,134958,25.912672345,-80.13778851833334,-1.4,-1.8,7.0,0.0,33.1,0.06,0.05,-0.98,20.41,Thruster,27.7,71.0,13026.0,134955.0,20.874,53301.0,35.24,0.03,0.022,1.93,63.36,4.61,-0.02,1.22
20260130,134959,25.91268312,-80.13778782166666,0.0,-1.9,7.0,0.0,33.1,0.07,0.02,-1.02,8.18,Thruster,41.2,41.2,13026.0,134956.0,20.876,53304.92,35.24,0.03,0.021,1.92,63.55,4.62,-0.02,1.22
20260130,135000,25.912696228333335,-80.13778561,-1.0,-1.6,7.0,0.0,33.1,-0.02,0.09,-1.0,3.9,Thruster,15.9,46.2,13026.0,134957.0,20.877,53295.04,35.24,0.03,0.02,1.92,63.69,4.63,-0.04,1.22
20260130,135001,25.912710208333333,-80.13778189833333,-1.0,-2.1,7.0,0.0,33.1,-0.03,0.1,-1.04,9.13,Thruster,19.2,54.4,13026.0,134958.0,20.878,53286.57,35.23,0.03,0.019,1.9,63.84,4.64,-0.04,1.22
20260130,135002,25.912725435,-80.13777563333333,-1.3,-1.4,7.0,0.0,33.1,-0.06,0.01,-1.02,3.19,Thruster,11.8,11.8,13026.0,134959.0,20.877,53252.7,35.2,0.03,0.018,1.86,63.93,4.65,-0.05,1.22
20260130,135003,25.91273631,-80.13777041333333,-2.5,-0.9,7.0,0.0,33.1,-0.06,0.0,-1.01,0.33,Thruster,-5.6,5.6,13026.0,135000.0,20.873,53189.0,35.16,0.03,0.017,1.8,63.96,4.65,-0.06,1.22
20260130,135004,25.912744748333335,-80.13776590666667,-2.8,-1.6,7.0,0.0,33.1,-0.13,-0.04,-0.92,6.26,Thruster,-68.2,0.0,13026.0,135001.0,20.865,53140.79,35.12,0.02,0.016,1.84,63.9,4.65,-0.06,1.22
20260130,135005,25.912748466666667,-80.13776318,-3.2,-1.0,7.0,0.0,33.1,-0.09,0.03,-1.03,0.58,Thruster,-47.1,0.0,13026.0,135002.0,20.857,53076.64,35.07,0.02,0.015,1.79,63.72,4.64,-0.07,1.22
20260130,135006,25.912748623333332,-80.13776229,-1.4,-1.0,7.0,0.0,33.1,-0.03,0.05,-0.97,0.81,Thruster,0.0,0.0,13026.0,135003.0,20.845,53030.39,35.04,0.02,0.013,1.78,59.49,4.33,-0.05,1.22
20260130,135007,25.912747595,-80.137762125,-3.8,-2.4,7.0,0.0,33.1,-0.07,-0.01,-1.01,4.31,Thruster,-67.7,0.0,13026.0,135004.0,20.835,52963.59,34.99,0.02,0.012,1.76,58.36,4.25,-0.02,1.22
20260130,135008,25.912742491666666,-80.13776492166667,-5.8,-2.1,7.0,0.0,33.1,-0.19,0.08,-1.2,2.5,Thruster,-80.5,0.0,13026.0,135005.0,20.823,52947.0,34.98,0.02,0.011,1.74,57.72,4.21,0.07,1.22
20260130,135009,25.912732503333334,-80.137771525,-3.4,-1.7,7.0,0.0,33.1,-0.06,0.08,-1.06,1.49,Thruster,-13.6,0.0,13026.0,135006.0,20.813,52923.57,34.96,0.02,0.01,1.69,57.61,4.2,0.08,1.22
20260130,135010,25.912723213333333,-80.13777776666667,-1.5,-1.7,7.0,0.0,33.1,-0.0,0.01,-0.97,2.33,Thruster,-31.0,-5.3,13026.0,135007.0,20.805,52904.3,34.95,0.01,0.009,1.73,57.61,4.2,0.07,1.22
20260130,135011,25.912715565,-80.13778334833333,-3.0,-1.7,7.0,0.0,33.1,-0.11,0.01,-1.09,2.18,Thruster,-52.3,-17.9,13026.0,135008.0,20.798,52897.01,34.94,0.01,0.008,1.73,57.65,4.2,0.09,1.22
20260130,135012,25.912706731666667,-80.13779032166667,-2.0,-1.2,7.0,0.0,33.1,-0.03,0.0,-1.04,-1.4,Thruster,-5.7,-5.7,13026.0,135009.0,20.792,52876.61,34.93,0.01,0.007,1.71,57.72,4.21,0.08,1.22
20260130,135013,25.912699568333334,-80.13779593833333,-1.2,-0.2,7.0,0.0,33.1,-0.01,-0.01,-1.04,-2.89,Thruster,0.0,0.0,13026.0,135010.0,20.788,52880.06,34.93,0.01,0.006,1.73,57.85,4.22,0.07,1.22
20260130,135014,25.912693626666666,-80.137800275,-2.0,-0.3,7.0,0.0,33.1,-0.03,-0.03,-1.03,-0.46,Thruster,28.1,28.1,13026.0,135011.0,20.785,52883.83,34.93,0.01,0.004,1.76,58.01,4.23,0.06,1.22
20260130,135015,25.912688998333334,-80.13780335,-1.7,-0.0,7.0,0.0,33.1,0.01,0.04,-0.99,4.01,Thruster,4.1,57.7,13026.0,135012.0,20.784,52909.95,34.95,0.0,0.003,1.76,58.23,4.25,0.09,1.22
20260130,135016,25.912686486666665,-80.13780408666666,-0.7,-1.1,7.0,0.0,33.1,0.06,-0.03,-1.06,19.68,Thruster,19.7,56.9,13026.0,135013.0,20.786,52981.38,35.0,0.0,0.002,1.8,58.45,4.26,0.1,1.22
20260130,135017,25.912686498333333,-80.13779986166666,-1.2,-2.5,7.0,0.0,33.1,-0.07,0.16,-1.12,22.0,Thruster,2.5,71.3,13026.0,135014.0,20.792,53019.72,35.03,0.0,0.001,1.77,58.71,4.28,0.08,1.22
20260130,135018,25.912685695,-80.13779276833333,-0.3,-2.0,7.0,0.0,33.1,0.06,0.01,-0.98,15.7,Thruster,11.2,55.9,13026.0,135015.0,20.799,53088.7,35.08,0.0,0.0,1.79,58.95,4.3,0.05,1.22
20260130,135019,25.912683815,-80.137783495,-1.5,-1.9,7.0,0.0,33.1,-0.09,-0.01,-1.14,15.11,Thruster,10.6,70.5,13026.0,135016.0,20.81,53156.59,35.13,-0.0,-0.0,1.76,59.21,4.31,0.06,1.22
20260130,135020,25.912679208333333,-80.13777331666667,0.5,-2.6,7.0,0.0,33.1,0.12,0.09,-1.09,16.35,Thruster,22.8,69.6,13026.0,135017.0,20.821,53226.6,35.18,-0.0,-0.0,1.79,59.45,4.33,0.06,1.22
