Date,Time,Latitude,Longitude,Pitch (degrees),Roll (degrees),Heading (degrees Magnetic),Heave,Temperature in electronics box (degrees C),"Acceleration x, forward (G)","Acceleration y, starboard (G)","Acceleration z, down (G)",Yaw rate [degrees/s],Control Mode,Thrust (% Thrust),Thrust difference (% Thrust),Date (MMDDYY),Time (HHMMSS),Temperature (C),Specific Conductance (uS/cm),Salinity (PPT),Pressure (psia),Depth (m),Chlorophyll (ug/L),ODO (%Sat),ODO (mg/L),Turbidity (FNU),Wiper Position (V)
20260130,134646,25.912642605,-80.137824585,-0.8,-0.9,7.0,0.0,32.7,0.01,0.01,-0.99,8.81,Thruster,5.4,5.4,13026.0,134642.0,20.76,53034.58,35.04,0.03,0.019,1.65,57.19,4.17,0.02,1.22
20260130,134647,25.912640528333334,-80.1378319,-2.2,-1.2,7.0,0.0,32.7,0.02,0.05,-1.03,6.76,Thruster,70.0,0.0,13026.0,134643.0,20.775,53084.09,35.08,0.03,0.018,1.69,57.53,4.2,-0.04,1.22
20260130,134647,25.912640528333334,-80.1378319,-2.2,-1.2,7.0,0.0,32.7,0.02,0.05,-1.03,6.76,Thruster,70.0,0.0,13026.0,134644.0,20.787,53136.94,35.12,0.03,0.017,1.67,57.84,4.22,-0.09,1.22
20260130,134649,25.912636461666665,-80.13782286833333,0.9,-0.3,7.0,0.0,32.7,0.07,-0.06,-0.92,-0.29,Thruster,70.0,0.0,13026.0,134645.0,20.802,53172.05,35.14,0.03,0.017,1.66,58.08,4.23,-0.11,1.22
20260130,134650,25.912633696666667,-80.13780440166667,0.1,-2.3,7.0,0.0,32.7,-0.02,0.16,-1.16,4.95,Thruster,60.2,38.2,13026.0,134646.0,20.814,53196.52,35.16,0.03,0.018,1.66,58.34,4.25,-0.15,1.22
20260130,134650,25.912633696666667,-80.13780440166667,0.1,-2.3,7.0,0.0,32.7,-0.02,0.16,-1.16,4.95,Thruster,60.2,38.2,13026.0,134647.0,20.827,53201.16,35.17,0.03,0.019,1.67,58.54,4.26,-0.14,1.22
20260130,134651,25.912628636666668,-80.13778333,1.0,-2.4,7.0,0.0,32.7,-0.02,0.13,-1.12,5.82,Thruster,52.2,46.5,13026.0,134648.0,20.839,53208.71,35.17,0.03,0.02,1.63,58.74,4.28,-0.13,1.22
20260130,134652,25.912621155,-80.13776356166667,3.1,0.3,7.0,0.0,32.7,0.1,0.15,-1.0,5.86,Thruster,62.1,35.4,13026.0,134649.0,20.849,53213.91,35.18,0.03,0.021,1.62,58.9,4.29,-0.12,1.22
20260130,134653,25.912611568333332,-80.13774522833333,2.9,-1.7,7.0,0.0,32.7,0.05,0.15,-0.96,7.16,Thruster,50.0,50.0,13026.0,134650.0,20.856,53187.69,35.16,0.03,0.022,1.57,59.07,4.3,-0.12,1.22
20260130,134654,25.912599335,-80.13772824,2.3,-3.4,7.0,0.0,32.7,-0.0,-0.06,-0.88,8.1,Thruster,33.9,63.6,13026.0,134651.0,20.856,53132.51,35.11,0.03,0.023,1.57,59.15,4.3,-0.13,1.22
20260130,134655,25.912585458333332,-80.137713745,2.3,-2.5,7.0,0.0,32.7,0.05,0.17,-0.92,9.61,Thruster,27.0,73.0,13026.0,134652.0,20.852,53092.43,35.08,0.04,0.024,1.54,59.18,4.31,-0.13,1.22
20260130,134656,25.912570463333335,-80.1377024,1.6,-2.1,7.0,0.0,32.7,0.0,-0.11,-1.02,5.49,Thruster,34.6,56.4,13026.0,134653.0,20.845,53089.54,35.08,0.04,0.024,1.58,59.19,4.31,-0.11,1.22
20260130,134657,25.91255443,-80.13769275833333,0.9,-1.8,7.0,0.0,32.7,0.03,0.0,-1.02,2.53,Thruster,36.5,36.5,13026.0,134654.0,20.841,53088.75,35.08,0.04,0.025,1.59,59.21,4.31,-0.11,1.22
20260130,134658,25.912537945,-80.13768383666667,0.3,-1.6,7.0,0.0,32.7,-0.03,0.06,-0.97,2.76,Thruster,24.5,24.5,13026.0,134655.0,20.837,53083.64,35.08,0.04,0.025,1.62,59.31,4.32,-0.09,1.22
20260130,134659,25.912525073333335,-80.13767748333333,-1.6,-1.1,7.0,0.0,32.7,-0.04,0.01,-0.96,1.76,Thruster,28.0,0.0,13026.0,134656.0,20.835,53101.2,35.09,0.04,0.025,1.66,59.47,4.33,-0.04,1.22
20260130,134700,25.912512901666666,-80.13767175833334,-1.1,-1.3,7.0,0.0,32.7,0.01,0.16,-0.95,2.34,Thruster,70.0,0.0,13026.0,134657.0,20.835,53092.89,35.09,0.04,0.025,1.71,59.58,4.34,0.02,1.22
20260130,134701,25.912498015,-80.137665525,1.1,-1.0,7.0,0.0,32.7,0.08,-0.1,-0.95,0.77,Thruster,70.0,0.0,13026.0,134658.0,20.834,53066.83,35.07,0.04,0.027,1.71,59.68,4.35,0.08,1.22
20260130,134702,25.912479745,-80.13765780166666,2.7,-0.9,7.0,0.0,32.7,0.07,-0.05,-0.94,-0.56,Thruster,70.0,0.0,13026.0,134659.0,20.831,53077.14,35.07,0.04,0.028,1.75,59.73,4.35,0.13,1.22
20260130,134703,25.912460951666667,-80.13764941333334,2.5,-0.3,7.0,0.0,32.7,0.07,-0.03,-1.15,-2.27,Thruster,70.2,-4.5,13026.0,134700.0,20.831,53131.16,35.11,0.04,0.03,1.83,59.79,4.35,0.19,1.22
20260130,134704,25.91244285166667,-80.137640365,2.3,-1.0,7.0,0.0,32.7,0.02,-0.02,-0.98,0.25,Thruster,70.0,-1.8,13026.0,134701.0,20.834,53167.91,35.14,0.05,0.031,1.9,59.88,4.36,0.22,1.22
20260130,134705,25.912425068333334,-80.13763114166667,2.1,-1.0,7.0,0.0,32.7,-0.01,0.04,-0.91,0.7,Thruster,70.0,0.0,13026.0,134702.0,20.839,53195.59,35.16,0.05,0.033,1.95,60.03,4.37,0.24,1.22
20260130,134706,25.912407538333333,-80.13762167,2.9,-1.0,7.0,0.0,32.7,0.0,0.12,-0.95,0.68,Thruster,70.0,0.0,13026.0,134703.0,20.844,53232.25,35.19,0.05,0.034,1.95,60.2,4.38,0.26,1.22
20260130,134707,25.91238978333333,-80.13761247333333,2.6,-0.9,7.0,0.0,32.7,0.02,-0.01,-0.94,1.2,Thruster,70.0,0.0,13026.0,134704.0,20.851,53258.23,35.21,0.05,0.035,1.94,60.44,4.4,0.26,1.22
20260130,134708,25.912371906666667,-80.13760355,2.6,-0.8,7.0,0.0,32.7,0.12,0.15,-1.05,0.59,Thruster,70.0,0.0,13026.0,134705.0,20.857,53261.31,35.21,0.05,0.037,1.92,60.68,4.41,0.27,1.22
20260130,134709,25.912352178333332,-80.13759384666666,2.6,-0.9,7.0,0.0,32.7,0.07,0.1,-0.94,0.17,Thruster,70.0,0.0,13026.0,134706.0,20.861,53252.77,35.2,0.05,0.037,1.98,60.94,4.43,0.28,1.22
20260130,134710,25.912334748333333,-80.13758527833333,1.1,-0.9,7.0,0.0,32.7,0.1,-0.06,-1.04,0.35,Thruster,60.8,0.0,13026.0,134707.0,20.863,53248.67,35.2,0.05,0.037,1.93,61.14,4.45,0.28,1.22
20260130,134711,25.912317845,-80.13757706,2.1,-0.9,7.0,0.0,32.8,0.02,0.09,-1.19,0.56,Thruster,70.0,0.0,13026.0,134708.0,20.865,53259.38,35.21,0.05,0.037,1.92,61.33,4.46,0.25,1.22
20260130,134712,25.912300156666667,-80.13756873166666,2.9,-0.7,7.0,0.0,32.8,-0.0,0.0,-1.08,0.86,Thruster,70.0,0.0,13026.0,134709.0,20.867,53233.32,35.19,0.05,0.036,1.93,61.48,4.47,0.22,1.22
20260130,134714,25.912282113333333,-80.13756037,2.7,-0.7,7.0,0.0,32.8,0.15,0.01,-0.86,0.15,Thruster,70.0,0.0,13026.0,134710.0,20.866,53229.24,35.19,0.05,0.036,1.93,61.63,4.48,0.2,1.22
20260130,134714,25.91226406,-80.1375519,2.8,-0.4,7.0,0.0,32.8,0.01,-0.02,-0.87,-3.0,Thruster,69.0,-12.7,13026.0,134711.0,20.866,53257.52,35.21,0.05,0.036,1.88,61.75,4.49,0.16,1.22
20260130,134715,25.91224636666667,-80.13754232333334,3.0,-0.0,7.0,0.0,32.8,-0.03,-0.1,-1.15,-6.7,Thruster,62.6,-33.3,13026.0,134712.0,20.87,53282.91,35.23,0.05,0.036,1.83,61.92,4.5,0.17,1.22
20260130,134716,25.912229798333332,-80.13753049166667,1.9,-0.0,7.0,0.0,32.8,-0.01,0.0,-0.89,-5.0,Thruster,43.4,-43.4,13026.0,134713.0,20.873,53250.22,35.2,0.05,0.035,1.84,62.07,4.51,0.15,1.22
20260130,134718,25.912216056666665,-80.13751868166666,0.8,-0.2,7.0,0.0,32.8,-0.07,0.04,-1.02,-4.08,Thruster,-1.4,-61.7,13026.0,134714.0,20.871,53233.68,35.19,0.05,0.034,1.82,62.2,4.52,0.1,1.22
20260130,134718,25.912205305,-80.13750728,0.5,1.2,7.0,0.0,32.8,0.0,-0.08,-1.12,-12.45,Thruster,23.0,-69.4,13026.0,134715.0,20.868,53218.32,35.18,0.05,0.034,1.87,62.28,4.53,0.04,1.22
20260130,134720,25.912194576666668,-80.13748924166667,2.4,0.2,7.0,0.0,32.8,0.01,-0.14,-0.99,-10.64,Thruster,27.0,-73.0,13026.0,134716.0,20.865,53200.99,35.17,0.05,0.033,1.81,62.32,4.53,0.01,1.22
20260130,134721,25.91218689,-80.13746964166667,3.0,0.3,7.0,0.0,32.8,0.06,-0.1,-0.72,-9.09,Thruster,27.0,-73.0,13026.0,134717.0,20.863,53197.38,35.16,0.05,0.034,1.73,62.35,4.54,-0.04,1.22
20260130,134722,25.912181898333333,-80.13744942833333,2.6,0.5,7.0,0.0,32.8,-0.0,-0.11,-0.87,-9.03,Thruster,31.6,-68.4,13026.0,134718.0,20.863,53210.1,35.17,0.05,0.035,1.8,62.38,4.54,-0.05,1.22
20260130,134723,25.912179841666667,-80.13742937833334,1.6,0.4,7.0,0.0,32.8,-0.03,-0.08,-0.86,-5.26,Thruster,41.9,-41.9,13026.0,134719.0,20.864,53222.46,35.18,0.05,0.035,1.81,62.41,4.54,-0.06,1.22
20260130,134724,25.912179838333333,-80.13741056666667,2.1,1.0,7.0,0.0,32.8,0.08,-0.04,-0.83,-10.86,Thruster,25.9,-71.9,13026.0,134720.0,20.866,53216.2,35.18,0.05,0.036,1.79,62.47,4.54,-0.05,1.22
20260130,134725,25.912183003333332,-80.13739158666667,2.6,0.6,7.0,0.0,32.8,0.1,0.06,-0.98,-11.72,Thruster,27.0,-73.0,13026.0,134721.0,20.867,53209.78,35.17,0.05,0.037,1.82,62.52,4.55,-0.07,1.22
20260130,134726,25.912189865,-80.13737303666667,2.4,-0.0,7.0,0.0,32.8,-0.02,-0.1,-1.16,-13.73,Thruster,17.7,-75.9,13026.0,134722.0,20.867,53211.72,35.17,0.06,0.039,1.77,62.57,4.55,-0.07,1.22
20260130,134727,25.912198118333333,-80.13735936,0.1,0.8,7.0,0.0,32.8,0.07,-0.06,-0.88,-11.76,Thruster,-5.8,-68.3,13026.0,134723.0,20.867,53204.77,35.17,0.06,0.039,1.8,62.6,4.55,-0.06,1.22
20260130,134728,25.912207093333333,-80.137350845,0.1,1.7,7.0,0.0,32.8,0.01,-0.08,-1.13,-23.7,Thruster,13.1,-74.5,13026.0,134724.0,20.867,53192.35,35.16,0.06,0.039,1.79,62.61,4.55,-0.05,1.22
20260130,134729,25.912220441666665,-80.13734628166667,2.6,1.2,7.0,0.0,32.8,0.08,0.06,-0.98,-17.18,Thruster,27.0,-73.0,13026.0,134725.0,20.864,53159.36,35.13,0.06,0.04,1.77,62.58,4.55,-0.04,1.22
20260130,134730,25.912238611666666,-80.13734640666667,2.4,0.9,7.0,0.0,32.9,0.0,-0.07,-1.03,-7.81,Thruster,40.3,-47.8,13026.0,134726.0,20.859,53124.57,35.11,0.06,0.04,1.76,62.49,4.55,-0.03,1.22
20260130,134731,25.912253781666667,-80.13734913333333,0.8,0.2,7.0,0.0,32.9,0.05,-0.04,-0.96,-4.35,Thruster,27.6,-27.6,13026.0,134727.0,20.851,53096.34,35.09,0.06,0.04,1.8,62.33,4.54,-0.05,1.22
20260130,134732,25.912267856666666,-80.13735327333333,0.0,0.5,7.0,0.0,32.8,0.04,0.02,-0.97,-6.54,Thruster,34.0,-34.0,13026.0,134728.0,20.843,53063.43,35.06,0.06,0.04,1.82,62.08,4.52,-0.04,1.22
20260130,134733,25.912282201666667,-80.13736003,1.0,0.5,7.0,0.0,32.8,0.05,0.01,-0.89,-8.22,Thruster,26.0,-45.9,13026.0,134729.0,20.834,53041.09,35.05,0.06,0.04,1.77,61.81,4.5,-0.03,1.22
20260130,134734,25.91229591,-80.13736949833333,1.2,0.3,7.0,0.0,32.8,-0.03,0.11,-1.04,-4.96,Thruster,37.8,-37.8,13026.0,134730.0,20.826,53024.34,35.03,0.06,0.04,1.73,61.46,4.48,-0.02,1.22
20260130,134735,25.912307206666668,-80.13737938666667,-0.0,0.1,7.0,0.0,32.8,0.01,-0.18,-1.01,-4.44,Thruster,45.9,-2.4,13026.0,134731.0,20.818,53006.93,35.02,0.06,0.04,1.74,61.12,4.45,0.0,1.22
20260130,134736,25.912317811666668,-80.137389975,1.1,-0.0,7.0,0.0,32.8,0.11,0.04,-0.97,-5.37,Thruster,70.0,0.0,13026.0,134732.0,20.811,52992.86,35.01,0.06,0.04,1.72,60.72,4.42,0.01,1.22
20260130,134737,25.912330401666665,-80.13740395833334,2.8,-0.6,7.0,0.0,32.8,0.09,-0.01,-1.02,-1.86,Thruster,70.0,0.0,13026.0,134733.0,20.804,52980.04,35.0,0.06,0.041,1.74,60.37,4.4,0.01,1.22
20260130,134738,25.912343693333334,-80.13741886666666,3.2,-0.7,7.0,0.0,32.9,0.02,0.02,-1.03,-1.04,Thruster,69.9,5.4,13026.0,134734.0,20.798,52967.39,34.99,0.06,0.042,1.78,59.98,4.37,0.01,1.22
20260130,134739,25.912343693333334,-80.13741886666666,3.4,-0.9,7.0,0.0,32.9,-0.03,0.11,-1.09,0.55,Thruster,69.8,8.6,13026.0,134735.0,20.792,52960.63,34.99,0.06,0.043,1.77,59.64,4.35,0.01,1.22
20260130,134740,25.912371413333332,-80.13744931,2.9,-0.6,7.0,0.0,32.9,0.08,0.04,-1.0,-0.21,Thruster,70.0,0.0,13026.0,134736.0,20.788,52952.75,34.98,0.06,0.043,1.81,59.26,4.32,0.03,1.22
20260130,134741,25.91238437,-80.13746405833334,2.8,-0.7,7.0,0.0,32.9,0.01,-0.03,-1.04,-1.33,Thruster,70.0,0.0,13026.0,134737.0,20.783,52954.8,34.98,0.06,0.043,1.79,58.94,4.3,0.02,1.22
20260130,134742,25.91239719,-80.137479175,2.9,-0.6,7.0,0.0,32.9,0.01,0.08,-1.03,-1.46,Thruster,70.0,0.0,13026.0,134738.0,20.78,52963.96,34.99,0.06,0.043,1.8,58.61,4.27,0.04,1.22
20260130,134743,25.912409698333335,-80.137494715,3.0,-0.7,7.0,0.0,32.9,0.03,-0.11,-0.89,-1.42,Thruster,70.0,0.0,13026.0,134739.0,20.779,52966.01,34.99,0.06,0.043,1.81,58.37,4.26,0.04,1.22
20260130,134744,25.912421865,-80.13751041666667,3.1,-0.6,7.0,0.0,32.9,0.02,0.09,-1.1,-1.4,Thruster,70.0,0.0,13026.0,134740.0,20.778,52958.75,34.99,0.06,0.043,1.78,58.14,4.24,0.04,1.22
20260130,134745,25.91243364,0.0,3.1,-0.5,7.0,0.0,32.9,0.1,0.01,-0.94,-1.46,Thruster,70.0,0.0,13026.0,134741.0,20.777,52974.87,35.0,0.06,0.043,1.83,57.99,4.23,0.04,1.22
20260130,134746,25.91244509,-80.137542295,2.7,-0.6,7.0,0.0,32.9,-0.02,0.04,-1.19,0.93,Thruster,69.0,12.7,13026.0,134742.0,20.779,52999.13,35.02,0.06,0.043,1.86,57.87,4.22,0.06,1.22
20260130,134747,25.912456941666665,-80.13755826833334,2.9,-0.6,7.0,0.0,32.9,-0.07,-0.08,-0.93,2.88,Thruster,69.3,12.7,13026.0,134743.0,20.783,53034.59,35.04,0.06,0.043,1.87,57.84,4.22,0.08,1.22
20260130,134748,25.912469285,-80.13757399666666,3.0,-0.5,7.0,0.0,32.9,0.09,-0.03,-1.0,-1.25,Thruster,70.0,0.0,13026.0,134744.0,20.79,53041.89,35.05,0.06,0.043,1.87,57.86,4.22,0.08,1.22
20260130,134749,25.91248138,-80.13758975166667,3.0,-0.6,7.0,0.0,32.9,-0.02,-0.05,-0.97,2.11,Thruster,68.3,16.4,13026.0,134745.0,20.794,53060.73,35.06,0.06,0.044,1.88,57.93,4.22,0.1,1.22
20260130,134750,25.912495453333335,-80.13760639,2.5,-0.8,7.0,0.0,32.9,0.05,-0.0,-1.1,3.23,Thruster,70.3,8.5,13026.0,134746.0,20.8,53070.19,35.07,0.06,0.044,1.88,58.03,4.23,0.1,1.22
20260130,134751,25.91250884,-80.13762068666666,2.5,-0.7,7.0,0.0,32.8,0.04,-0.05,-0.92,-1.17,Thruster,70.4,4.0,13026.0,134747.0,20.804,53066.82,35.07,0.06,0.044,1.85,58.13,4.24,0.1,1.22
20260130,134752,25.912522305,-80.13763504,2.6,-0.6,7.0,0.0,32.8,-0.0,-0.01,-1.02,0.08,Thruster,70.0,9.0,13026.0,134748.0,20.806,53052.13,35.06,0.06,0.044,1.84,58.25,4.24,0.12,1.22
20260130,134753,25.912536036666665,-80.13764932666666,2.6,-0.8,7.0,0.0,32.8,0.03,0.12,-1.1,2.21,Thruster,70.6,7.0,13026.0,134750.0,20.806,53024.83,35.04,0.06,0.044,1.81,58.32,4.25,0.12,1.22
20260130,134754,25.912550315,-80.137663005,2.5,-1.1,7.0,0.0,32.8,0.03,-0.0,-1.04,3.93,Thruster,67.6,20.8,13026.0,134750.0,20.804,52991.54,35.01,0.06,0.044,1.81,58.34,4.25,0.13,1.22
20260130,134755,25.9125654,-80.13767528,2.4,-0.9,7.0,0.0,32.8,0.01,0.13,-1.08,0.55,Thruster,71.4,1.8,13026.0,134751.0,20.799,52948.44,34.98,0.06,0.043,1.79,58.32,4.25,0.11,1.22
20260130,134756,25.912580193333334,-80.13768696833333,2.7,-0.4,7.0,0.0,32.8,0.11,-0.04,-1.14,-2.31,Thruster,69.3,-10.8,13026.0,134752.0,20.792,52926.29,34.96,0.06,0.044,1.73,58.23,4.25,0.11,1.22
20260130,134757,25.912594603333332,-80.13769967666667,2.6,-0.5,7.0,0.0,32.9,0.02,0.2,-1.04,-0.51,Thruster,70.1,-2.2,13026.0,134753.0,20.786,52927.06,34.96,0.06,0.044,1.68,58.1,4.24,0.1,1.22
20260130,134758,25.91260905,-80.13771263833333,2.6,-0.2,7.0,0.0,32.8,0.04,0.17,-0.98,-1.18,Thruster,70.0,-3.0,13026.0,134754.0,20.781,52922.29,34.96,0.06,0.044,1.68,57.92,4.22,0.09,1.22
20260130,134759,25.91262336,-80.13772594333334,2.5,-0.3,7.0,0.0,32.9,0.03,-0.04,-0.91,-0.86,Thruster,70.0,-4.0,13026.0,134755.0,20.776,52893.5,34.94,0.06,0.044,1.67,57.73,4.21,0.08,1.22
20260130,134800,25.912639015,-80.137740685,2.6,-0.3,7.0,0.0,32.9,0.04,0.08,-0.95,-0.2,Thruster,70.0,-4.0,13026.0,134756.0,20.768,52880.69,34.93,0.06,0.044,1.65,57.48,4.19,0.09,1.22
20260130,134801,25.91265282333333,-80.13775380666667,0.9,-0.4,7.0,0.0,32.9,-0.05,-0.0,-1.03,-0.15,Thruster,41.1,-6.7,13026.0,134757.0,20.763,52913.46,34.95,0.06,0.044,1.67,57.27,4.18,0.1,1.22
20260130,134802,25.912663281666667,-80.13776391666667,-1.3,-0.2,7.0,0.0,32.9,-0.05,-0.01,-1.02,-1.43,Thruster,20.7,-20.7,13026.0,134759.0,20.763,52930.41,34.97,0.06,0.044,1.7,57.08,4.17,0.1,1.22
20260130,134803,25.912672118333333,-80.137773415,-1.6,0.5,7.0,0.0,32.9,0.07,0.03,-1.16,-8.63,Thruster,13.5,-69.0,13026.0,134759.0,20.764,52929.84,34.96,0.06,0.043,1.71,56.97,4.16,0.08,1.22
20260130,134804,25.912680716666667,-80.13778689,1.5,1.3,7.0,0.0,32.9,0.06,-0.07,-0.78,-17.98,Thruster,27.0,-73.0,13026.0,134800.0,20.764,52922.72,34.96,0.06,0.043,1.7,56.89,4.15,0.06,1.22
20260130,134805,25.91268644333333,-80.13780472833334,2.2,0.6,7.0,0.0,32.9,0.07,-0.13,-0.84,-9.96,Thruster,29.3,-66.9,13026.0,134801.0,20.765,52940.64,34.97,0.06,0.044,1.72,56.86,4.15,0.02,1.22
20260130,134805,25.91268644333333,-80.13780472833334,2.2,0.6,7.0,0.0,32.9,0.07,-0.13,-0.84,-9.96,Thruster,29.3,-66.9,13026.0,134803.0,20.772,52992.03,35.01,0.06,0.044,1.76,56.91,4.15,-0.01,1.22
20260130,134807,25.912687686666665,-80.13783929,-0.1,1.3,7.0,0.0,32.9,-0.03,-0.05,-0.98,-12.37,Thruster,20.4,-59.4,13026.0,134803.0,20.776,53012.78,35.03,0.06,0.043,1.81,56.96,4.15,-0.06,1.22
20260130,134808,25.912683701666666,-80.137854795,-1.1,0.7,7.0,0.0,32.9,-0.07,-0.08,-1.02,-5.26,Thruster,19.1,-19.1,13026.0,134804.0,20.783,53053.68,35.06,0.06,0.043,1.84,57.15,4.17,-0.1,1.22
20260130,134809,25.91267898,-80.13786838,-2.1,-0.1,7.0,0.0,32.9,-0.06,0.02,-1.0,-2.5,Thruster,-5.4,-5.4,13026.0,134805.0,20.793,53086.15,35.08,0.06,0.042,1.83,57.38,4.18,-0.15,1.22
20260130,134810,25.912675015,-80.13787972666667,-2.2,-0.3,7.0,0.0,32.9,-0.04,0.03,-1.01,-1.48,Thruster,-37.2,0.0,13026.0,134806.0,20.802,53119.53,35.11,0.06,0.042,1.85,57.7,4.2,-0.19,1.22
20260130,134811,25.91267214166667,-80.13788625,-2.6,0.0,7.0,0.0,32.9,-0.13,-0.01,-0.95,-1.77,Thruster,-73.6,0.0,13026.0,134807.0,20.813,53143.64,35.12,0.06,0.04,1.85,58.04,4.23,-0.21,1.22
20260130,134812,25.91267268,-80.13788454166666,-3.6,-0.1,7.0,0.0,32.9,-0.14,-0.07,-1.04,-2.09,Thruster,-73.6,0.0,13026.0,134808.0,20.823,53169.18,35.14,0.06,0.039,1.86,58.47,4.26,-0.2,1.22
20260130,134813,25.912676946666668,-80.13787456833333,-3.9,-0.2,7.0,0.0,32.9,-0.17,0.03,-1.04,-1.69,Thruster,-73.6,0.0,13026.0,134809.0,20.835,53179.18,35.15,0.06,0.04,1.87,58.85,4.28,-0.2,1.22
20260130,134814,25.912683303333335,-80.13786091833333,-1.2,-0.5,7.0,0.0,32.9,-0.04,-0.07,-0.8,4.04,Thruster,-73.6,0.0,13026.0,134810.0,20.841,53147.32,35.13,0.06,0.04,1.88,59.24,4.31,-0.22,1.22
20260130,134815,25.912690355,-80.13784599333333,-0.5,-1.3,7.0,0.0,32.9,0.03,0.02,-0.98,3.66,Thruster,-57.3,0.0,13026.0,134811.0,20.843,53123.19,35.11,0.06,0.039,1.88,59.53,4.33,-0.27,1.22
20260130,134816,25.912696293333333,-80.13783313333333,-0.5,-1.1,7.0,0.0,32.9,0.01,0.01,-1.08,3.03,Thruster,0.0,0.0,13026.0,134812.0,20.842,53127.77,35.11,0.06,0.038,1.86,59.79,4.35,-0.34,1.22
20260130,134817,25.912700775,-80.13782273833333,-2.5,1.0,7.0,0.0,32.9,0.0,-0.02,-1.12,-0.89,Thruster,-0.3,-42.7,13026.0,134813.0,20.843,53145.2,35.12,0.05,0.037,1.87,59.98,4.37,-0.38,1.22
20260130,134818,25.912704166666668,-80.13781384333333,-2.0,3.1,7.0,0.0,32.9,-0.14,0.04,-1.0,-9.36,Thruster,-3.6,-66.7,13026.0,134814.0,20.844,53155.09,35.13,0.05,0.036,1.87,60.19,4.38,-0.43,1.22
20260130,134819,25.91270724,-80.13780546166667,-0.1,1.0,7.0,0.0,32.9,0.05,0.04,-1.17,-19.44,Thruster,2.3,-70.1,13026.0,134815.0,20.845,53157.52,35.13,0.05,0.035,1.85,60.36,4.39,-0.45,1.22
20260130,134820,25.91270835,-80.13780055,0.8,-0.8,7.0,0.0,32.9,0.02,0.03,-0.83,-28.86,Thruster,31.6,-68.4,13026.0,134816.0,20.845,53163.13,35.14,0.05,0.033,1.83,60.54,4.41,-0.45,1.22
20260130,134821,25.91270116,-80.13779957333334,0.1,2.1,7.0,0.0,32.9,0.08,-0.06,-0.83,-19.5,Thruster,43.2,-49.0,13026.0,134817.0,20.845,53161.88,35.14,0.05,0.032,1.79,60.69,4.42,-0.45,1.22
20260130,134822,25.912689305,-80.13779730833333,-1.5,2.7,7.0,0.0,33.0,-0.13,-0.04,-1.12,-6.02,Thruster,33.8,-25.9,13026.0,134818.0,20.845,53160.64,35.14,0.05,0.031,1.78,60.85,4.43,-0.43,1.22
20260130,134823,25.91267600833333,-80.13779342333333,-1.8,2.1,7.0,0.0,33.0,0.01,-0.05,-1.25,-4.95,Thruster,42.1,-42.1,13026.0,134819.0,20.846,53164.23,35.14,0.04,0.031,1.74,60.99,4.44,-0.42,1.22
20260130,134824,25.91266101,-80.13778714833333,1.9,1.2,7.0,0.0,32.9,0.07,-0.07,-1.14,-6.46,Thruster,43.7,-43.7,13026.0,134820.0,20.846,53149.13,35.13,0.04,0.03,1.7,61.13,4.45,-0.41,1.22
20260130,134825,25.912645681666667,-80.137777795,4.7,0.2,7.0,0.0,32.9,0.04,-0.05,-0.78,-5.8,Thruster,65.4,-19.3,13026.0,134821.0,20.843,53151.09,35.13,0.04,0.03,1.68,61.24,4.46,-0.38,1.22
20260130,134826,25.9126306,-80.137766825,2.5,-0.7,7.0,0.0,32.9,0.08,0.01,-0.87,-0.44,Thruster,70.0,0.0,13026.0,134823.0,20.841,53156.15,35.13,0.04,0.03,1.7,61.37,4.47,-0.36,1.22
20260130,134827,25.91261456166667,-80.13775546666666,2.7,-0.8,7.0,0.0,32.9,-0.05,0.08,-1.01,-0.18,Thruster,70.0,0.0,13026.0,134823.0,20.841,53170.39,35.14,0.04,0.03,1.75,61.49,4.48,-0.37,1.22
20260130,134828,25.912598345,-80.13774394833334,2.9,-0.8,7.0,0.0,32.9,0.0,0.03,-0.89,-0.22,Thruster,70.0,0.0,13026.0,134824.0,20.842,53187.69,35.16,0.04,0.03,1.74,61.64,4.49,-0.33,1.22
20260130,134829,25.912582061666665,-80.137732285,3.4,-0.5,7.0,0.0,32.9,0.1,0.19,-1.0,-0.43,Thruster,70.0,0.0,13026.0,134825.0,20.844,53187.55,35.16,0.04,0.03,1.7,61.77,4.5,-0.3,1.22
20260130,134830,25.912564233333335,-80.13771943166667,2.9,-0.5,7.0,0.0,32.9,0.03,0.03,-1.01,-0.03,Thruster,70.0,0.0,13026.0,134826.0,20.845,53171.64,35.14,0.04,0.03,1.7,61.91,4.51,-0.26,1.22
20260130,134831,25.912548105,-80.13770745666666,3.0,-0.4,7.0,0.0,32.9,0.05,0.03,-0.97,-0.73,Thruster,70.0,0.0,13026.0,134827.0,20.845,53182.16,35.15,0.04,0.03,1.69,62.0,4.51,-0.2,1.22
20260130,134832,25.912532198333334,-80.13769510166667,3.0,-0.3,7.0,0.0,32.9,0.09,-0.13,-1.02,-0.78,Thruster,60.6,0.0,13026.0,134828.0,20.846,53200.34,35.16,0.04,0.03,1.72,62.1,4.52,-0.13,1.22
20260130,134833,25.91251777,-80.13768367166666,0.8,-0.4,7.0,0.0,32.9,-0.11,0.07,-1.0,-0.23,Thruster,53.4,0.0,13026.0,134829.0,20.849,53211.03,35.17,0.04,0.03,1.75,62.19,4.53,-0.06,1.22
